Model Year,Represented Test Veh Make,Represented Test Veh Model,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Drive System Code
2016,Dodge,Dart,Car,158,4,F
2016,Dodge,Dart,Car,158,,F
2016,Dodge,Dart,Car,158,,F
2016,Dodge,Dart,Car,158,,F
2016,Dodge,Dart,Car,158,,F
2016,Dodge,Dart,Car,160,4,F
2016,Dodge,Dart,Car,160,4,F
2016,Dodge,Dart,Car,160,4,F
2016,Dodge,Dart,Car,160,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Car,184,4,F
2016,Dodge,Dart,Car,184,4,F
2016,Dodge,Dart,Car,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Dart,Both,184,4,F
2016,Dodge,Journey,Both,283,6,F
2016,Dodge,Journey,Both,283,6,F
2016,Dodge,JOURNEY 2WD,Car,173,,F
2016,Dodge,JOURNEY 2WD,Car,173,,F
2016,Dodge,Ram,Truck,345,,R
2016,Dodge,Ram,Truck,345,,R
2016,Dodge,RAM 1500 PICKUP 2WD,Truck,345,,R
2016,Dodge,RAM 1500 PICKUP 2WD,Truck,345,,R
2016,Dodge,RAM PICKUP,Truck,345,8,R
2016,Dodge,RAM PICKUP,Truck,345,8,R
2016,Fiat,500,Car,100,4,F
2016,Fiat,500,Car,100,4,F
2016,Fiat,500,Car,100,4,F
2016,Fiat,500,Car,100,4,F
2016,Fiat,500,Car,100,4,F
2016,Fiat,500,Car,100,4,F
2016,Fiat,500 Abarth,Car,160,4,F
2016,Fiat,500 Abarth,Car,160,4,F
2016,Fiat,500 Abarth,Both,160,4,F
2016,Fiat,500 Abarth,Both,160,4,F
2016,Fiat,500L,Car,160,4,F
2016,Fiat,500L,Car,160,4,F
2016,Fiat,500L,Car,160,4,F
2016,Fiat,500L,Car,160,4,F
2016,Fiat,500L,Both,160,4,F
2016,Fiat,500L,Both,160,4,F
2016,Fiat,500X,Both,160,4,F
2016,Fiat,500X,Both,160,4,F
2016,Fiat,500X,Both,160,4,F
2016,Fiat,500X,Both,160,4,F
2016,Fiat,500X AWD,Both,180,4,F
2016,Fiat,500X AWD,Both,180,4,F
2016,Fiat,500X AWD,Both,180,4,F
2016,Fiat,500X AWD,Both,180,4,F
2016,Jeep,Cherokee,Truck,184,4,A
2016,Jeep,Cherokee,Truck,184,4,A
2016,Jeep,Cherokee,Truck,184,4,A
2016,Jeep,Cherokee,Truck,184,4,A
2016,Jeep,Cherokee,Both,184,4,F
2016,Jeep,Cherokee,Both,184,4,F
2016,Jeep,Cherokee 4X4,Truck,184,4,F
2016,Jeep,Cherokee 4X4,Truck,184,4,F
2016,Jeep,Cherokee 4X4,Truck,184,4,F
2016,Jeep,Cherokee 4X4,Both,184,4,A
2016,Jeep,Cherokee 4X4,Both,184,4,A
2016,Jeep,Cherokee 4X4,Both,184,4,A
2016,Jeep,Cherokee 4X4,Both,184,4,A
2016,Jeep,Cherokee 4X4,Both,271,6,F
2016,Jeep,Cherokee 4X4,Both,271,6,F
2016,Jeep,Cherokee 4X4,Both,271,6,F
2016,Jeep,Cherokee 4X4,Both,271,6,F
2016,Jeep,Cherokee 4x4 Active Drive II,Both,271,6,F
2016,Jeep,Cherokee 4x4 Active Drive II,Both,271,6,F
2016,Jeep,Cherokee 4x4 Active Drive II,Both,271,6,F
2016,Jeep,Cherokee FWD,Both,184,4,F
2016,Jeep,Cherokee FWD,Both,184,4,F
2016,Jeep,Cherokee FWD,Both,271,6,F
2016,Jeep,Cherokee FWD,Both,271,6,F
2016,Jeep,Cherokee FWD,Both,271,6,F
2016,Jeep,Cherokee FWD,Both,271,6,F
2016,Jeep,Cherokee FWD,Both,184,4,F
2016,Jeep,Cherokee FWD,Both,184,4,F
2016,Jeep,Cherokee FWD,Both,184,4,F
2016,Jeep,Cherokee FWD,Both,184,4,F
2016,Jeep,Cherokee Trailhawk 4X4,Both,271,6,4
2016,Jeep,Cherokee Trailhawk 4X4,Both,271,6,4
2016,Jeep,Cherokee Trailhawk 4X4,Both,271,6,4
2016,Jeep,Cherokee Trailhawk 4X4,Both,271,6,4
2016,Jeep,Compass 2WD,Both,158,4,F
2016,Jeep,Compass 2WD,Both,158,4,F
2016,Jeep,COMPASS 4WD,Both,165,,4
2016,Jeep,COMPASS 4WD,Both,165,,4
2016,Jeep,COMPASS 4WD,Both,165,,4
2016,Jeep,COMPASS 4WD,Both,165,,4
2016,Jeep,Compass 4X4,Truck,172,4,F
2016,Jeep,Compass 4X4,Truck,172,4,F
2016,Jeep,Compass FWD,Both,172,4,F
2016,Jeep,Compass FWD,Both,172,4,F
2016,Jeep,Patriot 2WD,Truck,158,4,F
2016,Jeep,Patriot 2WD,Truck,158,4,F
2016,Jeep,Patriot 2WD,Truck,158,4,F
2016,Jeep,Patriot 2WD,Truck,158,4,F
2016,Jeep,Patriot 4wd,Truck,172,4,F
2016,Jeep,Patriot 4wd,Truck,172,4,F
2016,Jeep,Renegade 4x2,Both,160,4,F
2016,Jeep,Renegade 4x2,Both,160,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x2,Both,180,4,F
2016,Jeep,Renegade 4x4,Both,160,4,F
2016,Jeep,Renegade 4x4,Both,160,4,F
2016,Jeep,Renegade 4x4,Both,160,4,F
2016,Jeep,Renegade 4x4,Both,160,4,F
2016,Jeep,Renegade 4x4,Both,180,4,F
2016,Jeep,Renegade 4x4,Both,180,4,F
2016,Jeep,Renegade 4x4,Both,180,4,F
2016,Jeep,Wrangler 4WD,Truck,290,6,4
2016,Jeep,Wrangler 4WD,Truck,290,6,4
2016,Jeep,Wrangler 4WD,Truck,290,6,4
2016,Jeep,Wrangler 4WD,Truck,290,6,4
2016,Jeep,Wrangler 4WD,Car,290,4,4
2016,Jeep,Wrangler 4WD,Car,290,4,4
2016,Jeep,Wrangler 4WD,Truck,290,6,4
2016,Jeep,Wrangler 4WD,Truck,290,6,4
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,290,6,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 2WD,Truck,390,8,R
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 4X4,Truck,240,6,4
2016,RAM,1500 EcoDiesel29 4x2,Truck,230,6,R
2016,RAM,1500 EcoDiesel29 4x2,Truck,230,6,R
2016,RAM,1500 EcoDiesel29 4x2,Truck,230,6,R
2016,RAM,1500 EcoDiesel29 4x2,Truck,230,6,R
2016,RAM,1500 EcoDiesel29 4x2,Truck,230,6,R
2016,RAM,1500 EcoDiesel29 4x2,Truck,230,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,5500 4X2,Truck,240,6,R
2016,RAM,6000#  4X2,Truck,240,6,R
2016,RAM,6000#  4X2,Truck,240,6,R
2016,RAM,6000#  4X2,Truck,240,6,R
2016,RAM,6000#  4X2,Truck,240,6,R
2016,RAM,6000#  4X2,Truck,240,6,R
2016,RAM,6000#  4X2,Truck,240,6,R
2016,RAM,Promaster City,Both,184,4,F
2016,RAM,Promaster City,Both,184,4,F
2016,SRT,Viper,Car,645,10,R
2016,SRT,Viper,Car,645,10,R
2016,SRT,Viper,Car,645,10,R
2016,SRT,Viper,Car,645,10,R
2016,SRT,Viper,Car,645,10,R
2016,SRT,Viper,Car,645,10,R
2016,SRT,Viper,Car,645,10,R
2016,SRT,Viper,Car,645,10,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,488 GTB,Car,661,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,California T,Car,553,8,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,F12 Berlinetta,Car,725,12,R
2016,Ferrari,FF,Car,652,12,P
2016,Ferrari,FF,Car,652,12,P
2016,Ferrari,FF,Car,652,12,P
2016,Ferrari,FF,Car,652,12,P
2016,Ferrari,FF,Car,652,12,P
2016,Ferrari,FF,Car,652,12,P
2016,Ferrari,FF,Car,652,12,P
2016,Ferrari,FF,Car,652,12,P
2016,Ford,C-Max (PHEV),Car,141,4,F
2016,Ford,C-Max (PHEV),Car,141,4,F
2016,Ford,C-Max (PHEV),Car,141,4,F
2016,Ford,C-Max (PHEV),Car,141,4,F
2016,Ford,C-Max HEV FWD,Car,141,4,F
2016,Ford,C-Max HEV FWD,Car,141,4,F
2016,Ford,Escape AWD,Truck,170,4,A
2016,Ford,Escape AWD,Truck,170,4,A
2016,Ford,Escape AWD,Truck,170,4,A
2016,Ford,Escape AWD,Truck,170,4,A
2016,Ford,Escape AWD,Truck,170,4,A
2016,Ford,Escape AWD,Truck,170,4,A
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,Escape FWD,Truck,237,4,F
2016,Ford,ESCAPE FWD,Truck,168,4,F
2016,Ford,ESCAPE FWD,Truck,168,4,F
2016,Ford,ESCAPE FWD,Truck,168,4,F
2016,Ford,ESCAPE FWD,Truck,168,4,F
2016,Ford,Expedition,Truck,365,6,R
2016,Ford,Expedition,Truck,365,6,R
2016,Ford,Expedition 4x2,Truck,365,6,R
2016,Ford,Expedition 4x2,Truck,365,6,R
2016,Ford,Expedition 4x4,Truck,365,6,R
2016,Ford,Expedition 4x4,Truck,365,6,R
2016,Ford,Expedition 4x4,Truck,365,6,R
2016,Ford,Expedition 4x4,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x2,Truck,365,6,R
2016,Ford,Expedition EL 4x4,Truck,365,6,R
2016,Ford,Expedition EL 4x4,Truck,365,6,R
2016,Ford,Expedition EL 4x4,Truck,365,6,R
2016,Ford,Expedition EL 4x4,Truck,365,6,R
2016,Ford,Explorer AWD,Truck,275,4,A
2016,Ford,Explorer AWD,Truck,275,4,A
2016,Ford,Explorer AWD,Truck,275,4,F
2016,Ford,Explorer AWD,Truck,275,4,F
2016,Ford,Explorer FWD,Truck,275,4,F
2016,Ford,Explorer FWD,Truck,275,4,F
2016,Ford,Explorer FWD,Truck,275,4,F
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,"Explorer Police FFV,GFMXT03.73DM,Truck,290,Y
2016,Ford,F-150 4X2,Truck,325,6,R
2016,Ford,F-150 4X2,Truck,325,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X2,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 FFV 4X4,Truck,282,6,R
2016,Ford,F-150 Super Cab Max,Truck,325,6,R
2016,Ford,F-150 Super Cab Max,Truck,325,6,R
2016,Ford,F-150 Super Cab Max,Truck,325,6,R
2016,Ford,F-150 Super Cab Max,Truck,325,6,R
2016,Ford,F150 4X2,Truck,365,6,R
2016,Ford,F150 4X2,Truck,365,6,R
2016,Ford,F150 4X2,Truck,365,6,R
2016,Ford,F150 4X2,Truck,365,6,R
2016,Ford,F150 4X2,Truck,365,6,R
2016,Ford,F150 4X2,Truck,365,6,R
2016,Ford,F150 4X2 Super Cab,Truck,325,6,R
2016,Ford,F150 4X2 Super Cab,Truck,325,6,R
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4,Truck,365,6,P
2016,Ford,F150 4X4 Super Crew,Truck,325,6,P
2016,Ford,F150 4X4 Super Crew,Truck,325,6,P
2016,Ford,F150 4X4 Super Crew,Truck,325,6,P
2016,Ford,F150 4X4 Super Crew,Truck,325,6,P
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X2,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,F150 FFV 4X4,Truck,385,8,R
2016,Ford,FIESTA,Car,120,4,F
2016,Ford,FIESTA,Car,120,4,F
2016,Ford,FIESTA,Car,120,4,F
2016,Ford,FIESTA,Car,120,4,F
2016,Ford,FIESTA SFE,Car,120,3,F
2016,Ford,FIESTA SFE,Car,120,3,F
2016,Ford,FIESTA SFE,Car,120,3,F
2016,Ford,Fiesta ST,Car,175,4,F
2016,Ford,Fiesta ST,Car,175,4,F
2016,Ford,FLEX,Car,355,6,A
2016,Ford,FLEX,Car,355,6,A
2016,Ford,FLEX,Car,355,6,A
2016,Ford,FLEX,Car,355,6,A
2016,Ford,FLEX,Car,355,6,A
2016,Ford,FLEX,Car,355,6,A
2016,FORD,FLEX,Car,355,6,A
2016,FORD,FLEX,Car,355,6,A
2016,FORD,FLEX,Car,355,6,A
2016,FORD,FLEX,Car,355,6,A
2016,Ford,FOCUS,Car,144,,F
2016,Ford,FOCUS,Car,144,,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,FOCUS,Car,160,4,F
2016,Ford,Focus,Car,123,3,F
2016,Ford,Focus,Car,123,3,F
2016,Ford,Focus,Car,123,3,F
2016,Ford,Focus,Car,123,3,F
2016,Ford,Focus,Car,123,3,F
2016,Ford,Focus,Car,123,3,F
2016,Ford,FOCUS FFV,Car,160,4,F
2016,Ford,FOCUS FFV,Car,160,4,F
2016,Ford,FOCUS ST,Car,247,4,F
2016,Ford,FOCUS ST,Car,247,4,F
2016,Ford,Fusion (HEV),Car,141,4,F
2016,Ford,Fusion (HEV),Car,141,4,F
2016,Ford,Fusion AWD,Car,237,4,F
2016,Ford,Fusion AWD,Car,237,4,F
2016,Ford,Fusion AWD,Car,237,4,F
2016,Ford,Fusion AWD,Car,237,4,F
2016,Ford,Fusion FWD,Car,175,4,F
2016,Ford,Fusion FWD,Car,175,4,F
2016,Ford,Fusion FWD,Car,175,4,F
2016,Ford,Fusion FWD,Car,175,4,F
2016,Ford,Fusion FWD,Car,169,4,F
2016,Ford,Fusion FWD,Car,169,4,F
2016,Ford,Fusion FWD,Car,169,4,F
2016,Ford,Fusion FWD,Car,169,4,F
2016,Ford,Fusion FWD,Car,169,4,F
2016,Ford,Fusion FWD,Car,169,4,F
2016,Ford,MKZ (HEV),Car,141,4,F
2016,Ford,MKZ (HEV),Car,141,4,F
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,310,4,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,420,8,R
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,300,6,R
2016,Ford,Mustang,Car,526,8,R
2016,Ford,Mustang,Car,526,8,R
2016,Ford,Mustang,Car,526,8,R
2016,Ford,Mustang,Car,526,8,R
2016,Ford,Police Interceptor Utility,Truck,304,6,F
2016,Ford,Police Interceptor Utility,Truck,304,6,F
2016,Ford,Police Interceptor Utility,Truck,304,6,F
2016,Ford,Police Interceptor Utility,Truck,304,6,F
2016,Ford,Police Interceptor Utility,Truck,304,6,F
2016,Ford,Police Interceptor Utility,Truck,304,6,F
2016,Ford,T150 Transit Wagon MDPV,Truck,365,6,R
2016,Ford,T150 Transit Wagon MDPV,Truck,365,6,R
2016,Ford,T250 Transit Van MDPV,Truck,365,6,R
2016,Ford,T250 Transit Van MDPV,Truck,365,6,R
2016,Ford,Transit Connect,Truck,170,4,F
2016,Ford,Transit Connect,Truck,170,4,F
2016,Ford,Transit Connect,Truck,170,4,F
2016,Ford,Transit Connect,Truck,170,4,F
2016,Ford,Transit Connect,Truck,170,4,F
2016,Ford,Transit Connect,Truck,170,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT VAN FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT WAGON LWB FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT WAGON LWB FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT WAGON LWB FFV,Truck,169,4,F
2016,Ford,TRANSIT CONNECT WAGON LWB FFV,Truck,169,4,F
2016,Ford,TRANSIT T150 WAGON FFV,Truck,275,6,R
2016,Ford,TRANSIT T150 WAGON FFV,Truck,275,6,R
2016,Ford,TRANSIT T150 WAGON FFV,Truck,275,6,R
2016,Ford,TRANSIT T150 WAGON FFV,Truck,275,6,R
2016,Ford,TRANSIT T150 WAGON FFV,Truck,275,6,R
2016,Ford,TRANSIT T150 WAGON FFV,Truck,275,6,R
2016,Lincoln,MKC,Truck,275,4,A
2016,Lincoln,MKC,Truck,275,4,A
2016,Lincoln,MKC,Truck,275,4,A
2016,Lincoln,MKC,Truck,275,4,A
2016,Lincoln,MKC,Truck,240,4,A
2016,Lincoln,MKC,Truck,240,4,A
2016,Lincoln,MKX AWD,Truck,325,6,F
2016,Lincoln,MKX AWD,Truck,325,6,F
2016,Lincoln,MKX AWD,Truck,325,6,F
2016,Lincoln,MKX AWD,Truck,325,6,F
2016,Lincoln,MKX AWD,Truck,303,6,A
2016,Lincoln,MKX AWD,Truck,303,6,A
2016,Lincoln,MKX AWD,Truck,303,6,A
2016,Lincoln,MKX AWD,Truck,303,6,A
2016,Lincoln,MKX FWD,Truck,325,6,F
2016,Lincoln,MKX FWD,Truck,325,6,F
2016,Lincoln,MKX FWD,Truck,303,6,F
2016,Lincoln,MKX FWD,Truck,303,6,F
2016,Lincoln,MKZ AWD,Car,305,6,A
2016,Lincoln,MKZ AWD,Car,305,6,A
2016,Lincoln,MKZ AWD,Car,305,6,A
2016,Lincoln,MKZ AWD,Car,305,6,A
2016,Lincoln,Navigator L 4x2,Truck,380,6,R
2016,Lincoln,Navigator L 4x2,Truck,380,6,R
2016,Lincoln,Navigator L 4x4,Truck,380,6,R
